ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue,Age,Children,HouseholdSize,CustomerTenure,TotalSpend,TotalPurchases,DealsPurchases,WebVisitIntensity,WebShare,CatalogShare,StoreShare,CampaignAcceptance,cluster,pc1,pc2,segment
11894,1987,Graduation,Divorced,79808.0,1,0,2012-02-20,50,782,185,65,100,29,118,1,3,10,10,7,0,0,0,0,0,0,0,3,11,28,1,2,1046.0,1279.0,23,1,7,0.13043478260869565,0.43478260869565216,0.43478260869565216,0,0,-0.43681355524976023,-0.1746870924788157,High-Value Loyalists
11895,1974,Graduation,Together,89645.0,0,0,2012-01-21,33,1967,639,1940,97,21,371,2,24,23,32,0,0,1,0,1,0,0,0,3,11,41,0,2,1076.0,3733.2199999999975,58,2,0,0.3037974683544304,0.2911392405063291,0.4050632911392405,2,0,-3.0006591199418127,-0.5881396429164548,High-Value Loyalists
11896,1971,Graduation,Together,32263.0,0,1,2012-06-01,40,78,18,81,15,1,73,3,2,2,1,8,0,0,0,0,0,0,0,3,11,44,1,3,944.0,266.0,5,3,8,0.4,0.4,0.2,0,1,1.4550129682054105,-1.29070623230476,Digital Enthusiasts
11897,1977,Master,Married,46115.0,1,0,2012-10-03,42,414,20,258,27,18,237,1,6,6,5,4,0,1,0,0,0,0,0,3,11,38,1,3,820.0,974.0,17,1,4,0.35294117647058826,0.35294117647058826,0.29411764705882354,1,1,0.3756186439043244,-0.9560574223383772,Digital Enthusiasts
11898,1974,Basic,Single,82397.0,0,0,2014-03-18,36,1194,277,1107,98,65,53,1,4,21,18,1,0,0,0,0,1,0,0,3,11,41,0,1,289.0,2794.0,43,1,1,0.09302325581395349,0.4883720930232558,0.4186046511627907,1,0,-2.8186523483439383,-0.12312668741734364,High-Value Loyalists
11899,1972,Graduation,Together,104662.0,0,0,2013-11-30,49,654,124,385,626,139,154,1,11,12,12,3,0,0,0,0,0,0,0,3,11,43,0,2,397.0,2082.0,35,1,3,0.3142857142857143,0.34285714285714286,0.34285714285714286,0,0,-1.8786319703572238,-0.6507592220629551,High-Value Loyalists
11900,1980,Graduation,Divorced,59913.0,1,2,2012-03-08,65,182,39,157,59,35,13,4,7,2,4,4,0,1,1,0,0,0,0,3,11,35,3,4,1029.0,485.0,13,4,4,0.5384615384615384,0.15384615384615385,0.3076923076923077,2,1,2.3185837989628664,-1.1866212502308886,Digital Enthusiasts
11901,1963,Master,Widow,91116.0,1,0,2014-03-22,44,1561,66,310,33,4,48,2,13,5,14,2,1,0,0,0,0,0,0,3,11,52,1,2,285.0,2022.0,32,2,2,0.40625,0.15625,0.4375,1,0,-1.2343759131826728,-0.17636796245825065,High-Value Loyalists
11902,1969,Graduation,Widow,44620.0,1,0,2012-07-31,53,162,16,226,111,19,31,1,3,4,7,6,0,0,0,0,0,0,0,3,11,46,1,2,884.0,565.0,14,1,6,0.21428571428571427,0.2857142857142857,0.5,0,1,0.2920231430155239,0.4116905657450076,Digital Enthusiasts
11903,1975,Graduation,Single,71010.0,0,0,2014-03-31,10,388,160,142,2,131,142,2,8,2,7,5,1,0,1,1,0,0,0,3,11,40,0,1,276.0,965.0,17,2,5,0.47058823529411764,0.11764705882352941,0.4117647058823529,3,0,-1.4124298856345754,-0.2196798110682369,High-Value Loyalists
11904,1986,Graduation,Divorced,42435.0,1,1,2012-07-01,61,48,39,34,13,1,16,5,3,1,4,7,0,0,0,0,0,0,0,3,11,29,2,3,914.0,151.0,8,5,7,0.375,0.125,0.5,0,1,2.1032995605325153,0.15111054228161058,Digital Enthusiasts
11905,1974,Graduation,Single,45671.0,0,0,2013-08-26,64,178,142,131,19,53,50,2,2,3,10,4,0,0,0,1,0,0,0,3,11,41,0,1,493.0,573.0,15,2,4,0.13333333333333333,0.2,0.6666666666666666,1,0,-0.6517778642685474,1.4876384647464427,High-Value Loyalists
11906,1992,Graduation,Divorced,72563.0,1,1,2013-07-18,65,584,60,563,45,43,35,2,12,6,7,4,1,0,0,0,0,1,0,3,11,23,2,3,532.0,1330.0,25,2,4,0.48,0.24,0.28,2,1,0.520068109224291,-1.340254430648826,Digital Enthusiasts
11907,1966,PhD,Married,105991.0,0,0,2014-02-01,0,522,47,345,118,82,17,3,10,0,10,3,0,1,0,0,0,1,0,3,11,49,0,2,334.0,1131.0,20,3,3,0.5,0.0,0.5,2,0,-1.4174402409380011,0.15095434260555135,High-Value Loyalists
11908,1940,2n Cycle,Married,56741.0,0,1,2013-07-12,65,345,27,187,35,176,229,5,5,4,11,7,0,0,1,0,0,0,0,3,11,75,1,3,538.0,999.0,20,5,7,0.25,0.2,0.55,1,1,0.8526789038897791,0.7706075992014001,Digital Enthusiasts
11909,1940,2n Cycle,Married,49765.0,1,0,2012-05-24,41,206,10,264,117,5,26,4,4,5,1,5,0,1,0,0,0,0,0,3,11,75,1,3,952.0,628.0,10,4,5,0.4,0.5,0.1,1,1,0.8889031353856202,-1.6560490636678384,Digital Enthusiasts
11910,1981,Master,Together,100766.0,0,0,2014-06-15,36,479,473,604,10,16,150,1,10,5,14,4,0,0,0,0,1,0,0,3,11,34,0,2,205.34,1732.0,29,1,4,0.3448275862068966,0.1724137931034483,0.4827586206896552,1,0,-1.6363701675726527,0.018316554864538724,High-Value Loyalists
11911,1964,Graduation,Divorced,93130.0,0,0,2012-12-19,0,948,31,135,27,31,207,2,10,2,13,4,0,0,0,0,0,0,0,3,11,51,0,1,743.0,1379.0,25,2,4,0.4,0.08,0.52,0,0,-1.9508244992919,0.40612455950177406,High-Value Loyalists
11912,1961,2n Cycle,Single,44506.0,0,0,2014-04-29,42,554,16,138,30,6,42,1,4,3,4,7,0,0,0,0,0,0,0,3,11,54,0,1,247.0,786.0,11,1,7,0.36363636363636365,0.2727272727272727,0.36363636363636365,0,0,-0.664327795809608,-0.13455208281013573,High-Value Loyalists
11913,1981,Master,Widow,55018.0,1,2,2012-03-16,22,166,4,16,7,7,7,5,2,2,5,11,0,0,1,1,0,0,0,3,11,34,3,4,1021.0,207.0,9,5,11,0.2222222222222222,0.2222222222222222,0.5555555555555556,2,1,2.7191466316997386,0.23853192053757605,Digital Enthusiasts
11914,1967,PhD,Married,83887.0,0,0,2014-03-26,18,276,36,537,107,51,300,1,3,3,12,2,0,0,0,1,0,0,0,3,11,48,0,2,281.0,1307.0,18,1,2,0.16666666666666666,0.16666666666666666,0.6666666666666666,1,0,-1.3580454918007892,1.2589250145929476,High-Value Loyalists
11915,1957,Graduation,Single,105105.0,0,0,2012-09-18,41,800,406,746,356,72,604,0,26,9,9,3,0,0,0,0,0,0,0,3,11,58,0,1,835.0,2984.0,44,0,3,0.5909090909090909,0.20454545454545456,0.20454545454545456,0,0,-3.006363189694592,-1.46201308246425,High-Value Loyalists
11916,1967,Master,Together,27096.26,0,1,2014-05-18,67,123,58,49,10,18,62,5,1,2,5,5,0,0,0,0,1,0,0,3,11,48,1,3,228.0,320.0,8,5,5,0.125,0.25,0.625,1,1,1.5701740386921326,1.2032916821067565,Digital Enthusiasts
11917,1977,Master,Together,49052.0,1,1,2013-11-29,99,132,40,58,10,2,14,4,1,1,2,10,0,0,0,0,0,0,0,3,11,38,2,4,398.0,256.0,4,4,10,0.25,0.25,0.5,0,1,2.8434883460872724,0.24986654046437995,Digital Enthusiasts
11918,1966,PhD,Single,50975.0,0,2,2014-05-26,46,58,59,105,34,47,54,1,3,4,2,5,1,0,0,1,0,0,0,3,11,49,2,3,220.0,357.0,9,1,5,0.3333333333333333,0.4444444444444444,0.2222222222222222,2,1,1.1446024482604489,-1.23952712478106,Digital Enthusiasts
11919,1971,Graduation,Together,52311.0,1,1,2012-06-16,32,235,6,231,8,78,63,4,4,4,6,6,0,0,0,1,0,0,0,3,11,44,2,4,929.0,621.0,14,4,6,0.2857142857142857,0.2857142857142857,0.42857142857142855,1,1,1.7754317909652768,-0.30197990039406086,Digital Enthusiasts
11920,1984,Graduation,Together,72685.0,0,0,2013-10-25,68,481,45,236,76,147,344,2,3,7,10,5,0,0,0,0,0,0,0,3,11,31,0,2,433.0,1329.0,20,2,5,0.15,0.35,0.5,0,0,-0.6459488129533993,0.36160694914771174,High-Value Loyalists
11921,1984,PhD,Single,72682.0,1,0,2013-10-30,0,299,0,379,127,19,19,2,4,5,8,4,0,0,0,0,1,0,0,3,11,31,1,2,428.0,843.0,17,2,4,0.23529411764705882,0.29411764705882354,0.47058823529411764,1,0,-0.5022167835146369,0.016561086006068586,High-Value Loyalists
11922,1977,Graduation,Together,57159.0,1,0,2014-03-21,42,1230,218,507,204,137,230,1,2,11,23,3,1,0,0,0,0,0,0,3,11,38,1,3,286.0,2526.0,36,1,3,0.05555555555555555,0.3055555555555556,0.6388888888888888,1,0,-0.7321185540478437,0.8607418306824626,High-Value Loyalists
11923,1979,Graduation,Divorced,72516.0,1,0,2013-11-22,49,555,26,206,68,28,39,1,11,1,12,9,0,1,0,0,0,1,0,3,11,36,1,2,405.0,922.0,24,1,9,0.4583333333333333,0.041666666666666664,0.5,2,0,-0.21280692851745936,0.06150716677587056,High-Value Loyalists
11924,1979,Graduation,Together,55294.0,1,1,2012-03-22,0,582,236,663,191,192,214,5,1,20,12,10,0,1,0,1,0,0,0,3,11,36,2,4,1015.0,2078.0,33,5,10,0.030303030303030304,0.6060606060606061,0.36363636363636365,2,1,0.9014137136764503,-0.8121931332399945,Digital Enthusiasts
11925,1968,Master,Single,79683.0,1,0,2014-03-02,4,929,142,224,394,10,70,0,17,3,5,3,0,0,0,1,0,0,0,3,11,47,1,2,305.0,1769.0,25,0,3,0.68,0.12,0.2,1,0,-1.2541365124575847,-1.6260887628980183,High-Value Loyalists
11926,1977,Graduation,Married,81433.0,1,0,2012-09-01,7,339,302,427,336,83,76,2,7,3,13,11,0,1,0,0,0,0,0,3,11,38,1,3,852.0,1563.0,23,2,11,0.30434782608695654,0.13043478260869565,0.5652173913043478,1,0,-0.025158691386838607,0.30707666207173134,High-Value Loyalists
11927,1967,Graduation,Widow,46179.0,1,1,2014-05-20,76,100,15,43,20,137,55,6,2,6,5,4,0,0,0,0,0,1,0,3,11,48,2,3,226.0,370.0,13,6,4,0.15384615384615385,0.46153846153846156,0.38461538461538464,1,1,1.790270704838251,-0.17171803831038276,Digital Enthusiasts
11928,1965,2n Cycle,Married,78143.0,0,0,2013-11-25,13,1712,219,305,266,79,357,1,22,6,15,1,0,0,0,0,0,0,0,3,11,50,0,2,402.0,2938.0,43,1,1,0.5116279069767442,0.13953488372093023,0.3488372093023256,0,0,-2.3760979012381536,-0.7489568556571365,High-Value Loyalists
11929,1980,Graduation,Divorced,56130.0,0,0,2013-11-03,32,224,34,405,120,30,24,1,5,1,4,5,0,0,1,1,0,0,0,3,11,35,0,1,424.0,837.0,10,1,5,0.5,0.1,0.4,2,0,-0.9728395452084622,-0.23890745078329326,High-Value Loyalists
11930,1968,Graduation,Divorced,57656.0,0,1,2013-07-31,22,125,67,81,40,84,24,3,4,5,3,7,0,0,0,0,0,0,0,3,11,47,1,2,519.0,421.0,12,3,7,0.3333333333333333,0.4166666666666667,0.25,0,1,0.31734631084591186,-0.9544616185416105,Digital Enthusiasts
11931,1965,Graduation,Married,43997.0,1,2,2013-08-30,40,325,17,130,17,48,27,5,2,2,5,10,1,0,0,0,1,0,0,3,11,50,3,5,489.0,564.0,9,5,10,0.2222222222222222,0.2222222222222222,0.5555555555555556,2,1,3.237644410131855,0.3267456513487551,Digital Enthusiasts
11932,1976,Master,Married,31112.0,0,1,2013-05-24,40,77,6,97,43,19,12,3,4,1,4,4,0,0,1,0,0,1,0,3,11,39,1,3,587.0,254.0,9,3,4,0.4444444444444444,0.1111111111111111,0.4444444444444444,2,1,1.1098517476378797,-0.09372060679156818,Digital Enthusiasts
11933,1954,Graduation,Married,55845.0,1,0,2013-12-06,47,312,125,97,69,23,2,1,2,3,9,7,0,0,0,0,0,1,0,3,11,61,1,3,391.0,628.0,14,1,7,0.14285714285714285,0.21428571428571427,0.6428571428571429,1,1,0.590673987069982,1.1884941164429126,Digital Enthusiasts
11934,1962,Graduation,Widow,44122.0,1,1,2014-04-09,51,68,7,81,3,33,36,6,2,4,3,6,0,1,0,0,0,0,0,3,11,53,2,3,267.0,228.0,9,6,6,0.2222222222222222,0.4444444444444444,0.3333333333333333,1,1,1.892482612227181,-0.4562623268071656,Digital Enthusiasts
11935,1975,Graduation,Single,88426.0,0,0,2012-06-19,60,804,232,387,207,32,4,2,14,7,13,2,1,0,0,1,0,0,0,3,11,40,0,1,926.0,1666.0,34,2,2,0.4117647058823529,0.20588235294117646,0.38235294117647056,2,0,-1.995253367192499,-0.4221499611653867,High-Value Loyalists
11936,1963,Master,Married,79551.0,1,0,2014-01-19,53,1146,33,729,43,120,134,3,12,6,12,3,0,1,0,1,0,0,0,3,11,52,1,3,347.0,2205.0,30,3,3,0.4,0.2,0.4,2,0,-0.47016332692191387,-0.4501323658846069,High-Value Loyalists
11937,1982,PhD,Widow,35756.0,0,2,2013-10-26,18,70,39,70,3,8,2,11,2,1,2,3,0,0,0,0,0,0,0,3,11,33,2,3,432.0,192.0,5,11,3,0.4,0.2,0.4,0,1,2.3506350538682588,-0.259740961933695,Digital Enthusiasts
11938,1980,Graduation,Widow,62278.0,0,0,2013-06-09,60,142,155,144,28,115,220,0,3,2,9,5,1,0,0,1,0,0,0,3,11,35,0,1,571.0,804.0,14,0,5,0.21428571428571427,0.14285714285714285,0.6428571428571429,2,0,-1.0720504831907403,1.172558874661441,High-Value Loyalists
11939,1974,Master,Single,74022.0,0,0,2014-03-29,47,1648,110,1397,126,141,83,0,7,38,14,1,0,0,0,0,1,1,0,3,11,41,0,1,278.0,3505.0,58,0,1,0.11864406779661017,0.6440677966101694,0.23728813559322035,2,0,-3.380191067162984,-1.2019654772555193,High-Value Loyalists
11940,1960,PhD,Single,79664.0,1,0,2014-04-22,39,448,505,202,60,25,217,4,11,9,9,5,0,0,0,0,0,0,0,3,11,55,1,2,254.0,1457.0,29,4,5,0.3793103448275862,0.3103448275862069,0.3103448275862069,0,0,-0.5070581103287357,-0.7090728849436171,High-Value Loyalists
11941,1982,Master,Widow,55761.0,1,0,2013-02-11,59,448,188,819,165,685,268,0,7,9,28,4,0,0,0,0,1,0,0,3,11,33,1,2,689.0,2573.0,44,0,4,0.1590909090909091,0.20454545454545456,0.6363636363636364,1,0,-1.3156773509902304,0.7906586694807014,High-Value Loyalists
11942,1982,Graduation,Single,69710.0,0,0,2012-03-02,64,686,41,149,10,49,34,0,8,1,6,6,0,0,1,0,0,0,0,3,11,33,0,1,1035.0,969.0,15,0,6,0.5333333333333333,0.06666666666666667,0.4,1,0,-1.0514062898963177,-0.31309975814245705,High-Value Loyalists
11943,1969,Basic,Married,88725.0,0,0,2012-01-20,17,681,4,494,252,441,123,0,3,3,24,4,0,0,1,0,0,1,0,3,11,46,0,2,1077.0,1995.0,30,0,4,0.1,0.1,0.8,2,0,-1.9333943597176855,1.77897436253981,High-Value Loyalists
11944,1953,PhD,Divorced,42127.0,0,0,2013-07-06,25,280,35,123,18,13,15,1,3,1,5,3,0,1,0,0,0,1,0,3,11,62,0,1,544.0,484.0,9,1,3,0.3333333333333333,0.1111111111111111,0.5555555555555556,2,0,-0.9218639728139193,0.9006123815830985,High-Value Loyalists
11945,1956,Master,Together,46036.0,0,1,2012-10-30,64,341,20,65,7,95,126,4,4,4,3,9,0,0,0,0,0,0,0,3,11,59,1,3,793.0,654.0,11,4,9,0.36363636363636365,0.36363636363636365,0.2727272727272727,0,1,1.3425020212660228,-0.7991527171225294,Digital Enthusiasts
11946,1968,Graduation,Divorced,118674.0,0,0,2012-07-20,10,324,229,149,47,132,87,0,5,6,12,2,1,0,1,0,0,0,0,3,11,47,0,1,895.0,968.0,23,0,2,0.21739130434782608,0.2608695652173913,0.5217391304347826,2,0,-2.403197650424762,0.4041062213851796,High-Value Loyalists
11947,1982,Graduation,Married,54140.0,0,0,2012-03-27,57,425,15,174,40,100,50,3,3,2,8,4,0,0,0,0,0,0,0,3,11,33,0,2,1010.0,804.0,13,3,4,0.23076923076923078,0.15384615384615385,0.6153846153846154,0,0,-0.13598494198133257,0.9955235789075659,High-Value Loyalists
11948,1966,PhD,Together,73551.0,0,0,2012-08-27,5,590,35,553,325,247,399,0,11,10,13,3,0,0,1,0,0,1,0,3,11,49,0,2,857.0,2149.0,34,0,3,0.3235294117647059,0.29411764705882354,0.38235294117647056,2,0,-2.0462212021681743,-0.5047978990380229,High-Value Loyalists
11949,1953,PhD,Together,55274.0,1,1,2013-07-17,73,332,1,132,25,2,113,1,6,1,7,3,0,0,0,0,0,0,0,3,11,62,2,4,533.0,605.0,14,1,3,0.42857142857142855,0.07142857142857142,0.5,0,1,1.5733439123150832,0.2025963174041429,Digital Enthusiasts
11950,1945,Graduation,Together,50502.0,1,0,2013-12-16,35,178,57,105,66,39,91,2,2,1,2,11,0,0,1,0,0,0,0,3,11,70,1,3,381.0,536.0,5,2,11,0.4,0.2,0.4,1,1,1.1289845562443388,-0.11902677975197787,Digital Enthusiasts
11951,1956,Master,Single,130117.49999999999,0,0,2014-01-21,23,448,153,261,157,103,232,1,5,6,12,1,0,0,0,0,0,0,0,3,11,59,0,1,345.0,1354.0,23,1,1,0.21739130434782608,0.2608695652173913,0.5217391304347826,0,0,-2.4426675123409587,0.5741011776981501,High-Value Loyalists
11952,1973,Graduation,Single,40230.0,1,1,2013-08-17,51,75,68,92,76,21,36,3,2,1,3,6,1,0,0,0,0,0,0,3,11,42,2,3,502.0,368.0,6,3,6,0.3333333333333333,0.16666666666666666,0.5,1,1,1.6926123997756342,0.23394193705994487,Digital Enthusiasts
11953,1947,Master,Widow,48188.0,1,1,2012-03-23,20,261,6,51,8,17,55,6,1,0,6,5,0,0,0,0,0,0,0,3,11,68,2,3,1014.0,398.0,7,6,5,0.14285714285714285,0.0,0.8571428571428571,0,1,1.6326790903595594,2.3742284079232028,Digital Enthusiasts
11954,1962,Graduation,Divorced,69079.0,0,0,2013-09-22,75,280,45,170,13,41,205,7,2,3,6,7,0,0,0,0,0,0,0,3,11,53,0,1,466.0,754.0,11,7,7,0.18181818181818182,0.2727272727272727,0.5454545454545454,0,0,-0.07631901229961456,0.9821304069315608,High-Value Loyalists
11955,1947,Graduation,Single,35983.0,1,0,2013-01-19,80,655,9,308,103,98,191,3,12,6,4,4,0,0,0,0,1,1,0,3,11,68,1,2,712.0,1364.0,22,3,4,0.5454545454545454,0.2727272727272727,0.18181818181818182,2,1,0.12499617557340541,-1.299046452388713,Digital Enthusiasts
11956,1976,Graduation,Together,38724.0,1,1,2012-04-26,54,323,3,51,34,22,60,4,6,3,3,11,0,0,0,0,0,0,0,3,11,39,2,4,980.0,493.0,12,4,11,0.5,0.25,0.25,0,1,2.489586964866446,-1.3194635238164492,Digital Enthusiasts
11957,1976,Graduation,Together,130117.49999999999,0,0,2013-08-28,11,178,2,583,75,3,231,2,3,5,11,1,0,0,0,0,0,1,0,3,11,39,0,2,491.0,1072.0,19,2,1,0.15789473684210525,0.2631578947368421,0.5789473684210527,1,0,-1.7543746097043225,0.6631082201172107,High-Value Loyalists
11958,1955,Master,Together,50805.0,1,0,2014-05-10,46,172,65,94,36,63,75,1,1,2,7,5,0,0,0,0,0,0,0,3,11,60,1,3,236.0,505.0,10,1,5,0.1,0.2,0.7,0,1,0.6965129945182528,1.578898689009268,Digital Enthusiasts
11959,1960,Graduation,Divorced,27096.26,1,1,2014-03-27,46,56,54,48,129,3,39,9,3,2,4,8,0,0,0,0,0,0,0,3,11,55,2,3,280.0,329.0,9,9,8,0.3333333333333333,0.2222222222222222,0.4444444444444444,0,1,2.4938966454705787,0.15660899985532445,Digital Enthusiasts
11960,1970,Graduation,Widow,35107.0,1,1,2013-12-04,57,189,15,28,35,3,3,5,1,2,2,5,1,0,1,0,1,0,0,3,11,45,2,3,393.0,273.0,5,5,5,0.2,0.4,0.4,3,1,1.8627752051913653,-0.1826109838456668,Digital Enthusiasts
11961,1966,Graduation,Divorced,86946.0,0,0,2012-07-17,31,304,61,193,58,20,39,2,6,1,7,4,0,0,0,0,0,0,0,3,11,49,0,1,898.0,675.0,14,2,4,0.42857142857142855,0.07142857142857142,0.5,0,0,-1.2163620200966687,0.4007869271322929,High-Value Loyalists
11962,1977,Graduation,Widow,40968.0,1,1,2013-03-22,38,74,27,144,10,8,61,6,4,1,3,6,0,0,0,0,0,0,0,3,11,38,2,3,650.0,324.0,8,6,6,0.5,0.125,0.375,0,1,1.961961416821045,-0.5064418701093958,Digital Enthusiasts
11963,1958,Graduation,Married,76099.0,0,0,2013-04-20,52,609,202,691,24,133,234,0,9,8,13,0,1,1,1,0,0,1,0,3,11,57,0,2,621.0,1893.0,30,0,0,0.3,0.26666666666666666,0.43333333333333335,4,0,-1.8724230881680939,-0.09711129530291737,High-Value Loyalists
11964,1977,Master,Married,33133.0,1,2,2013-01-05,53,125,31,102,135,17,170,4,5,2,2,7,0,0,0,0,0,0,0,3,11,38,3,5,726.0,580.0,9,4,7,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,1,3.3061289386244446,-1.6153943545154879,Digital Enthusiasts
11965,1965,Graduation,Divorced,80469.0,0,0,2012-01-16,70,955,93,458,36,13,171,1,16,1,10,5,0,0,0,0,0,0,0,3,11,50,0,1,1081.0,1726.0,27,1,5,0.5925925925925926,0.037037037037037035,0.37037037037037035,0,0,-1.5553702284559037,-0.43870736075018446,High-Value Loyalists
11966,1970,PhD,Widow,40847.0,1,1,2013-05-28,60,121,5,127,51,13,118,4,2,6,7,2,0,0,0,0,0,0,0,3,11,45,2,3,583.0,435.0,15,4,2,0.13333333333333333,0.4,0.4666666666666667,0,1,1.4124514060618423,0.20483281828256159,Digital Enthusiasts
11967,1948,Graduation,Single,67958.0,1,1,2012-12-17,43,204,59,68,30,1,21,3,2,4,3,4,0,0,0,0,0,0,0,3,11,67,2,3,745.0,383.0,9,3,4,0.2222222222222222,0.4444444444444444,0.3333333333333333,0,1,1.147087228823372,-0.4520696254960519,Digital Enthusiasts
11968,1975,Graduation,Single,80228.0,0,0,2012-11-06,31,242,108,213,2,19,194,2,5,2,4,5,1,0,0,0,0,0,0,3,11,40,0,1,786.0,778.0,11,2,5,0.45454545454545453,0.18181818181818182,0.36363636363636365,1,0,-1.094381371874456,-0.3967151070503917,High-Value Loyalists
11969,1977,Graduation,Single,41629.0,0,1,2012-11-06,49,203,13,73,24,21,35,7,8,1,2,6,0,0,0,0,0,0,0,3,11,38,1,2,786.0,369.0,11,7,6,0.7272727272727273,0.09090909090909091,0.18181818181818182,0,1,1.1408184174776461,-1.4710716420250054,Digital Enthusiasts
11970,1970,Graduation,Married,49802.0,0,0,2013-10-30,35,459,35,796,280,123,43,0,4,17,7,6,0,0,0,0,0,0,0,3,11,45,0,2,428.0,1736.0,28,0,6,0.14285714285714285,0.6071428571428571,0.25,0,0,-1.1354835666437042,-0.9388755018350213,High-Value Loyalists
11971,1940,Graduation,Widow,39871.0,0,0,2012-06-08,56,130,49,109,12,3,128,1,2,5,3,4,0,0,1,0,0,0,0,3,11,75,0,1,937.0,431.0,10,1,4,0.2,0.5,0.3,1,0,-0.6747792501672808,-0.23477744374240797,High-Value Loyalists
11972,1976,Graduation,Married,42277.0,1,1,2013-05-08,33,89,7,128,31,12,15,6,2,2,2,9,0,0,0,0,0,0,0,3,11,39,2,4,603.0,282.0,6,6,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,2.595641796058214,-0.7297783535617528,Digital Enthusiasts
11973,1992,Master,Divorced,49665.0,1,0,2012-05-08,15,184,53,154,130,41,119,2,7,8,3,2,0,0,0,1,1,0,0,3,11,23,1,2,968.0,681.0,18,2,2,0.3888888888888889,0.4444444444444444,0.16666666666666666,2,0,-0.2767192787900623,-1.7045897534322236,High-Value Loyalists
11974,1963,Graduation,Single,86030.0,0,0,2014-04-21,45,870,221,288,273,30,91,1,7,13,8,3,0,1,0,0,0,0,0,3,11,52,0,1,255.0,1773.0,28,1,3,0.25,0.4642857142857143,0.2857142857142857,1,0,-2.036814768420319,-0.7007238475383343,High-Value Loyalists
11975,1969,PhD,Widow,95645.0,0,0,2012-11-28,39,1008,234,856,131,90,293,1,2,11,31,3,0,1,0,0,0,0,0,3,11,46,0,1,764.0,2612.0,44,1,3,0.045454545454545456,0.25,0.7045454545454546,1,0,-2.7835130640760237,1.3852236936927418,High-Value Loyalists
11976,1979,Graduation,Divorced,51773.0,0,0,2014-03-31,3,221,156,381,106,58,53,4,3,4,7,3,0,1,1,0,1,0,0,3,11,36,0,1,276.0,975.0,14,4,3,0.21428571428571427,0.2857142857142857,0.5,3,0,-1.130946814541462,0.42118180452559084,High-Value Loyalists
11977,1949,2n Cycle,Widow,42368.0,1,0,2012-02-25,63,175,25,105,10,145,104,2,7,2,3,8,0,1,0,0,1,0,0,3,11,66,1,2,1041.0,564.0,12,2,8,0.5833333333333334,0.16666666666666666,0.25,2,1,0.5564571097705744,-0.9753804625871886,Digital Enthusiasts
11978,1975,Graduation,Divorced,37291.0,1,1,2013-10-16,76,64,15,49,26,8,21,10,2,3,6,8,0,0,0,0,0,0,0,3,11,40,2,3,442.0,183.0,11,10,8,0.18181818181818182,0.2727272727272727,0.5454545454545454,0,1,2.700189219589178,0.6817707311897451,Digital Enthusiasts
11979,1969,Graduation,Divorced,99538.0,0,0,2014-03-26,33,710,6,311,108,59,291,0,15,2,8,3,0,0,0,0,0,0,0,3,11,46,0,1,281.0,1485.0,25,0,3,0.6,0.08,0.32,0,0,-2.0738441744415934,-0.7498242480399512,High-Value Loyalists
11980,1954,Graduation,Single,64299.0,1,0,2012-05-18,15,159,52,886,71,35,7,1,13,4,11,4,0,0,0,0,0,0,0,3,11,61,1,2,958.0,1210.0,28,1,4,0.4642857142857143,0.14285714285714285,0.39285714285714285,0,0,-0.7626423974571476,-0.34949123091198164,High-Value Loyalists
11981,1966,Basic,Married,73391.0,1,0,2014-05-08,8,360,99,53,406,174,90,0,8,2,10,6,1,1,0,1,0,0,0,3,11,49,1,3,238.0,1182.0,20,0,6,0.4,0.1,0.5,3,0,-0.33389727739531305,0.027675322820356986,High-Value Loyalists
11982,1953,PhD,Widow,52772.0,0,0,2014-04-29,50,156,86,82,23,43,33,2,6,1,3,2,0,0,0,0,0,0,0,3,11,62,0,1,247.0,423.0,10,2,2,0.6,0.1,0.3,0,0,-0.7031402313872992,-0.4771801156589309,High-Value Loyalists
11983,1987,Graduation,Together,55989.0,0,1,2014-02-15,79,230,69,331,45,117,229,3,10,8,6,6,0,0,0,1,0,0,0,3,11,28,1,3,320.0,1021.0,24,3,6,0.4166666666666667,0.3333333333333333,0.25,1,1,0.6883579059752989,-1.243011420882391,Digital Enthusiasts
11984,1981,Graduation,Together,30674.0,1,1,2013-10-11,46,75,16,25,17,16,4,8,0,0,0,9,0,0,0,0,0,0,0,3,11,34,2,4,447.0,153.0,2,8,9,0.0,0.0,0.0,0,1,3.1847420409177887,-0.4783887270322891,Digital Enthusiasts
11985,1952,Master,Divorced,46949.0,1,0,2012-01-04,65,204,1,81,20,14,102,2,3,0,2,2,0,0,0,1,0,0,0,3,11,63,1,2,1086.6599999999999,422.0,5,2,2,0.6,0.0,0.4,1,1,0.46164010440177194,-0.13704699913010163,Digital Enthusiasts
