ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue
11726,1983,2n Cycle,Divorced,61015.0,1,0,2012-03-28,25,184,28,257,63,32,49,0,2,2,2,4,0,0,1,0,0,0,0,3,11
11727,1950,Graduation,Together,45649.0,1,0,2013-11-23,40,125,181,172,30,29,6,1,3,3,4,2,0,0,0,1,1,0,0,3,11
11728,1976,PhD,Widow,94074.0,0,0,2012-07-24,25,503,368,265,113,6,28,1,4,8,15,2,0,0,0,0,0,0,0,3,11
11729,1971,Graduation,Married,70346.0,0,0,2012-08-29,52,483,33,868,154,53,84,3,6,4,19,8,0,0,1,1,0,0,0,3,11
11730,1957,Basic,Married,55471.0,0,0,2013-12-02,99,231,61,94,60,132,114,1,3,2,2,4,1,0,1,0,0,0,0,3,11
11731,1957,PhD,Single,84486.0,0,0,2013-10-30,25,976,32,342,41,71,29,0,16,2,8,4,0,0,0,1,1,0,0,3,11
11732,1975,Master,Widow,30486.0,0,1,2012-03-08,70,123,13,72,34,36,10,8,1,2,2,8,1,1,1,0,0,0,0,3,11
11733,1972,2n Cycle,Widow,74259.0,0,1,2014-06-10,0,192,332,166,22,80,168,0,3,4,12,7,0,0,0,0,0,1,0,3,11
11734,1952,Graduation,Together,52130.0,0,0,2013-09-11,53,661,4,186,185,55,54,0,4,4,10,10,1,0,0,1,0,0,0,3,11
11735,1966,Graduation,Widow,45388.0,0,1,2014-01-25,57,38,34,63,48,30,133,2,3,0,5,6,0,0,0,1,1,0,0,3,11
11736,1953,Graduation,Together,60902.0,1,0,2014-03-24,74,265,118,304,50,22,42,4,3,2,8,4,0,0,0,0,0,0,0,3,11
11737,1980,Graduation,Widow,67725.0,0,0,2013-05-02,16,180,73,288,38,97,14,0,2,2,9,1,0,0,1,0,0,0,0,3,11
11738,1963,PhD,Married,28524.0,0,1,2012-10-26,31,97,76,39,26,21,14,2,3,1,2,10,0,0,0,0,0,0,0,3,11
11739,1972,Graduation,Single,32671.0,0,1,2012-01-01,63,183,28,373,12,10,13,3,6,3,3,10,1,0,1,1,1,0,0,3,11
11740,1971,Graduation,Married,52622.0,0,0,2013-10-10,3,898,158,124,427,58,239,0,8,9,11,5,0,0,0,0,1,1,0,3,11
11741,1972,Graduation,Single,75599.0,0,0,2012-12-05,20,112,27,367,29,24,12,2,3,5,5,2,0,1,1,1,0,0,0,3,11
11742,1973,Graduation,Single,96551.0,0,0,2013-01-12,29,863,107,339,83,236,59,1,10,7,11,5,1,1,1,0,0,0,0,3,11
11743,1961,Graduation,Divorced,64785.0,1,0,2013-08-11,0,136,1,87,68,65,36,4,2,0,1,6,0,0,0,0,0,1,0,3,11
11744,1966,PhD,Divorced,41136.0,0,1,2013-01-09,52,125,63,178,1,79,91,2,4,2,9,6,1,0,0,0,0,0,0,3,11
11745,1974,Graduation,Together,39619.0,1,1,2012-05-04,92,136,7,58,65,31,11,3,3,2,2,6,0,0,0,0,0,0,0,3,11
11746,1964,2n Cycle,Widow,48305.0,0,1,2014-02-22,22,87,42,61,1,1,17,2,2,3,2,9,1,1,0,0,1,0,0,3,11
11747,1973,Graduation,Married,41743.0,1,1,2012-12-31,42,98,7,135,17,7,21,5,1,2,6,9,0,0,0,0,0,1,0,3,11
11748,1969,Graduation,Married,65891.0,0,1,2013-10-09,50,196,22,144,6,12,47,0,1,3,7,3,1,0,0,0,0,1,0,3,11
11749,1974,Graduation,Married,87398.0,0,0,2013-10-01,55,442,26,221,8,25,40,2,6,3,9,5,1,1,0,0,0,0,0,3,11
11750,1969,Graduation,Single,38886.0,0,1,2012-08-12,59,121,36,32,34,53,8,7,3,1,3,11,0,0,0,0,0,0,0,3,11
11751,1969,Basic,Widow,84685.0,0,0,2014-03-13,23,1424,183,220,404,231,158,2,13,19,12,5,0,0,0,1,0,0,0,3,11
11752,1952,Master,Married,43978.0,0,0,2014-06-08,88,44,19,114,63,48,9,8,4,1,3,7,0,0,0,0,0,0,0,3,11
11753,1944,Graduation,Divorced,59850.0,1,1,2013-09-23,56,168,34,191,24,103,18,5,3,1,9,2,0,1,0,0,0,0,0,3,11
11754,1978,Basic,Divorced,83246.0,0,0,2014-02-04,14,783,339,286,131,0,149,3,11,4,15,6,0,0,0,1,1,0,0,3,11
11755,1967,PhD,Together,37617.0,1,1,2013-07-03,60,78,10,29,34,4,7,4,2,1,7,9,0,0,0,0,0,0,0,3,11
11756,1966,Master,Married,,0,0,2012-10-04,25,756,495,499,59,190,73,3,11,3,21,3,0,0,0,0,0,1,0,3,11
11757,1953,Graduation,Divorced,35066.0,1,0,2012-07-22,42,274,97,42,105,16,102,5,3,2,6,8,0,0,0,0,0,0,0,3,11
11758,1940,Graduation,Divorced,51426.0,0,0,2014-04-28,15,377,1,370,143,32,267,0,7,1,11,6,1,0,0,1,0,0,0,3,11
11759,1944,Graduation,Divorced,51585.0,1,0,2013-08-26,51,175,52,140,35,17,149,1,3,3,5,2,0,1,0,0,0,0,0,3,11
11760,1977,Graduation,Divorced,56204.0,0,1,2013-03-12,50,364,285,94,5,106,224,1,2,12,3,7,0,0,0,0,0,0,0,3,11
11761,1965,Basic,Single,144978.0,0,0,2014-01-24,44,1038,434,516,36,472,134,2,6,23,9,3,0,0,0,0,0,0,0,3,11
11762,1972,Graduation,Together,88816.0,1,0,2013-05-20,28,287,233,258,168,151,50,3,5,6,3,3,1,1,0,0,0,0,0,3,11
11763,1968,Graduation,Married,82952.0,1,0,2013-01-29,28,910,2,139,10,275,412,0,10,5,9,5,1,0,0,0,0,0,0,3,11
11764,1964,PhD,Single,90469.0,0,0,2012-02-23,15,724,182,547,14,76,54,2,15,4,14,4,0,0,0,0,0,0,0,3,11
11765,1960,PhD,Divorced,60295.0,0,0,2014-03-11,49,424,262,554,115,45,401,2,15,5,7,2,0,0,0,1,0,0,0,3,11
11766,1948,PhD,Married,44669.0,0,1,2012-03-04,25,207,8,430,41,95,74,6,10,3,8,5,0,0,0,0,0,0,0,3,11
11767,1975,Graduation,Together,109558.0,0,0,2012-10-31,16,708,139,561,595,207,136,2,11,17,10,3,1,0,0,1,0,0,0,3,11
11768,1959,Graduation,Single,79362.0,0,0,2013-06-26,10,672,207,295,40,98,118,1,10,3,11,4,0,0,0,0,0,0,0,3,11
11769,1954,Graduation,Together,44056.0,1,0,2013-07-23,49,373,37,160,39,18,27,6,3,2,2,4,0,0,1,1,0,0,0,3,11
11770,1979,Master,Widow,49377.0,0,1,2013-08-07,86,173,15,214,41,24,26,8,5,3,3,4,1,1,0,1,0,0,0,3,11
11771,1961,Graduation,Single,49682.0,1,2,2014-01-27,31,64,16,59,8,19,38,5,6,1,5,7,1,1,0,0,1,0,0,3,11
11772,1960,2n Cycle,Single,42139.0,0,1,2013-04-05,64,113,7,87,51,23,17,8,1,4,7,9,1,0,0,0,1,1,0,3,11
11773,1951,Graduation,Together,47476.0,1,0,2014-03-09,58,215,38,98,1,37,187,2,5,3,5,8,0,0,0,1,0,1,0,3,11
11774,1966,2n Cycle,Widow,36223.0,0,2,2013-06-08,36,112,11,100,31,18,1,4,1,2,1,6,0,0,1,0,0,0,0,3,11
11775,1965,2n Cycle,Divorced,32355.0,0,1,2013-02-25,53,45,25,44,19,7,11,7,1,0,2,6,0,0,0,0,0,0,0,3,11
11776,1960,PhD,Single,31144.0,0,1,2012-12-13,38,256,14,111,85,1,12,3,2,1,5,4,0,0,1,0,0,0,0,3,11
11777,1972,Master,Together,52747.0,1,0,2013-02-18,40,238,30,366,3,26,193,1,10,1,9,5,0,0,0,0,1,0,0,3,11
11778,1988,Graduation,Married,,0,0,2013-03-02,35,607,316,550,43,62,119,2,18,8,7,8,0,0,0,1,0,0,0,3,11
11779,1961,Graduation,Widow,52849.0,0,0,2014-04-30,71,435,48,256,7,24,138,1,7,4,7,7,0,0,0,0,0,1,0,3,11
11780,1958,Master,Married,65830.0,0,0,2012-05-29,11,628,154,271,167,85,193,2,3,3,17,0,1,0,0,0,0,0,0,3,11
11781,1976,Graduation,Single,39705.0,0,1,2013-02-23,54,237,9,121,41,32,4,5,2,3,9,8,0,0,0,0,0,0,0,3,11
11782,1986,Master,Single,68122.0,0,0,2012-04-22,29,672,86,397,55,70,398,2,1,18,6,4,0,0,0,0,1,0,0,3,11
11783,1962,Graduation,Single,126465.0,0,0,2012-01-04,57,582,133,552,346,377,67,1,9,3,21,3,0,0,1,0,0,0,0,3,11
11784,1980,Graduation,Divorced,56867.0,1,0,2013-02-13,27,743,30,113,13,38,599,5,13,6,8,2,0,0,0,0,0,0,0,3,11
11785,1951,Graduation,Married,55172.0,0,0,2013-03-12,32,240,18,136,109,23,30,6,3,1,5,7,0,0,0,0,0,0,0,3,11
11786,1972,2n Cycle,Together,69195.0,1,0,2012-09-20,20,349,111,267,263,43,113,1,4,2,12,7,1,0,0,0,0,0,0,3,11
11787,1976,Master,Married,36119.0,0,2,2013-06-27,40,90,18,67,16,7,20,5,1,0,3,8,0,0,0,0,0,0,0,3,11
11788,1962,Master,Together,60347.0,0,1,2012-01-15,39,212,118,250,157,94,45,4,7,1,12,7,0,0,0,0,0,0,0,3,11
11789,1963,Master,Together,105094.0,0,0,2013-10-31,9,412,164,440,87,24,333,0,4,6,20,4,0,0,0,0,0,1,0,3,11
11790,1976,Master,Widow,40572.0,0,1,2013-01-09,58,214,21,62,43,11,142,7,4,3,3,5,0,0,0,0,0,0,0,3,11
11791,1976,Graduation,Together,61760.0,0,0,2012-03-12,9,593,60,292,7,10,58,3,3,2,12,6,0,0,0,0,0,0,0,3,11
11792,1977,2n Cycle,Single,83789.0,0,0,2014-04-16,40,844,113,605,24,137,192,1,13,6,10,1,0,0,0,1,1,1,0,3,11
11793,1974,Graduation,Married,28906.0,1,2,2013-06-01,58,123,56,47,25,77,45,6,7,1,1,6,0,0,0,0,0,0,0,3,11
11794,1948,PhD,Divorced,44259.0,1,1,2013-02-28,87,113,15,396,38,37,28,2,4,1,6,1,1,0,0,0,0,0,0,3,11
11795,1973,Master,Single,57397.0,0,0,2013-07-03,48,133,79,190,3,94,528,1,7,1,10,6,0,0,1,0,0,0,0,3,11
11796,1978,2n Cycle,Widow,30350.0,0,1,2013-05-11,66,84,100,29,2,34,28,5,4,2,3,12,0,0,0,0,0,0,0,3,11
11797,1987,PhD,Divorced,70978.0,0,1,2013-09-03,82,1262,36,212,11,45,50,1,8,6,11,4,0,1,0,0,0,0,0,3,11
11798,1971,PhD,Divorced,48275.0,1,1,2013-10-16,67,137,14,15,4,28,19,5,1,2,3,2,0,0,0,0,0,0,0,3,11
11799,1967,Graduation,Widow,31689.0,0,1,2012-09-02,53,27,15,133,63,24,4,6,3,1,3,11,0,0,0,0,0,0,0,3,11
11800,1968,Graduation,Married,40216.0,0,1,2013-08-04,38,141,14,91,11,14,10,9,3,0,4,6,0,0,0,1,1,0,0,3,11
11801,1976,PhD,Single,30900.0,1,1,2013-11-20,89,106,43,77,8,13,142,2,1,2,5,3,0,0,0,0,0,0,0,3,11
11802,1964,Master,Together,84675.0,0,0,2012-05-04,5,769,67,619,61,123,191,1,7,13,12,1,1,1,0,0,0,0,0,3,11
11803,1959,Graduation,Together,33100.0,1,1,2013-12-11,32,173,94,170,41,42,36,6,4,0,2,9,0,0,0,1,0,0,0,3,11
11804,1970,Graduation,Together,42861.0,0,1,2012-11-08,33,84,4,138,29,1,8,3,1,5,6,9,0,0,0,0,0,0,0,3,11
11805,1985,PhD,Widow,33176.0,0,1,2012-05-03,41,106,2,35,18,1,95,8,4,0,4,6,0,0,1,0,0,0,0,3,11
11806,1965,Graduation,Widow,110183.0,1,0,2013-10-01,28,493,41,498,300,62,386,3,4,5,22,2,0,0,0,1,1,1,0,3,11
11807,1961,Graduation,Single,61883.0,0,1,2013-11-25,32,101,118,107,26,129,217,1,5,5,6,1,0,0,0,0,0,0,0,3,11
11808,1988,Master,Widow,57081.0,0,0,2013-05-14,49,238,105,201,8,47,177,2,3,1,8,4,0,0,1,0,0,0,0,3,11
11809,1966,Graduation,Together,70046.0,0,0,2013-07-08,4,457,16,470,80,37,493,0,8,6,10,2,0,0,0,0,1,0,0,3,11
11810,1979,2n Cycle,Divorced,68376.0,0,0,2013-02-11,18,949,38,397,169,143,75,5,12,3,11,5,0,1,0,0,0,1,0,3,11
11811,1977,Master,Married,77745.0,1,0,2013-01-27,41,447,362,272,18,21,15,4,12,1,7,10,1,0,1,0,0,1,0,3,11
11812,1970,Graduation,Married,40135.0,1,1,2012-10-20,36,111,21,43,34,17,7,9,7,2,1,6,0,0,0,0,1,0,0,3,11
11813,1968,Graduation,Married,101713.0,0,0,2013-12-02,8,686,346,380,311,67,42,1,5,8,15,1,0,1,0,0,1,0,0,3,11
11814,1953,Graduation,Single,69214.0,1,0,2013-03-16,18,209,11,370,20,155,354,1,9,7,5,2,0,0,1,0,0,0,0,3,11
11815,1961,2n Cycle,Divorced,35733.0,0,1,2012-04-24,56,135,85,127,5,70,30,3,1,0,2,9,0,0,0,0,0,0,0,3,11
11816,1972,Graduation,Married,35658.0,1,1,2012-08-04,56,106,16,73,1,1,7,9,1,1,2,13,1,0,0,1,1,0,0,3,11
11817,1980,PhD,Married,71402.0,1,0,2012-11-17,35,485,77,270,52,16,53,0,8,9,4,4,0,0,0,0,0,0,0,3,11
11818,1983,Master,Widow,54970.0,1,1,2013-11-02,64,994,80,420,505,19,274,4,6,10,20,2,0,0,0,0,0,0,0,3,11
11819,1986,Graduation,Together,47983.0,0,1,2014-03-14,64,61,20,137,3,7,79,6,3,1,1,7,0,1,0,0,0,0,0,3,11
11820,1951,Graduation,Divorced,55900.0,0,1,2012-05-29,52,222,43,162,67,21,45,3,4,3,3,8,0,1,0,0,0,0,0,3,11
11821,1961,Graduation,Married,68421.0,1,0,2012-05-08,67,654,157,378,142,130,49,1,8,2,6,5,0,0,0,0,0,0,0,3,11
11822,1968,Master,Single,43597.0,0,1,2013-04-13,79,144,5,122,35,76,29,4,2,1,3,4,1,0,0,0,0,0,0,3,11
11823,1966,Basic,Together,53632.0,1,2,2014-04-15,41,49,3,66,13,26,69,4,2,4,5,5,0,0,0,0,0,0,0,3,11
11824,1975,Basic,Divorced,39322.0,1,2,2012-09-16,76,95,17,116,43,10,23,5,1,3,2,5,0,0,1,0,0,0,0,3,11
11825,1968,Graduation,Divorced,87988.0,0,0,2013-07-20,67,918,122,1115,37,434,76,1,8,7,25,0,0,1,1,0,0,0,0,3,11
11826,1964,Master,Married,51384.0,0,2,2013-10-12,97,54,32,85,2,4,3,7,0,0,0,9,0,0,1,1,0,1,0,3,11
11827,1961,PhD,Together,78878.0,1,0,2012-01-07,59,620,152,149,23,63,149,1,5,3,7,3,1,0,0,0,0,1,0,3,11
11828,1942,2n Cycle,Single,48767.0,1,0,2012-11-24,60,162,7,92,82,4,60,4,1,2,10,3,0,0,0,0,0,0,0,3,11
11829,1971,PhD,Married,65067.0,1,0,2012-05-19,44,119,28,411,34,36,163,1,4,4,9,4,0,0,0,0,0,0,0,3,11
11830,1977,Graduation,Married,67590.0,0,1,2014-06-08,70,231,287,365,16,24,5,1,6,1,7,2,0,0,0,0,0,0,0,3,11
11831,1952,Graduation,Widow,55902.0,0,0,2012-02-16,22,377,76,111,108,44,29,0,7,2,4,6,0,0,0,0,0,0,0,3,11
11832,1984,2n Cycle,Married,49554.0,0,0,2012-04-27,65,284,111,479,58,18,68,2,3,6,9,5,0,0,0,0,0,0,0,3,11
11833,1978,Master,Divorced,66110.0,0,0,2013-11-25,30,488,201,386,134,98,180,1,4,7,10,0,0,0,0,1,0,1,0,3,11
11834,1976,Graduation,Single,75364.0,1,0,2012-05-22,7,612,157,908,41,136,83,0,7,9,9,3,0,0,1,0,0,0,0,3,11
11835,1966,2n Cycle,Widow,74207.0,1,0,2012-08-16,1,371,30,282,42,358,146,1,7,1,14,1,0,0,0,0,0,0,0,3,11
11836,1969,Master,Single,79126.0,0,0,2013-05-13,0,1217,209,333,47,273,157,2,9,4,24,3,0,1,0,1,0,1,0,3,11
11837,1989,Graduation,Married,73798.0,1,0,2013-05-27,50,381,299,967,19,6,97,3,5,9,17,3,0,0,1,0,1,0,0,3,11
11838,1972,Graduation,Divorced,36738.0,1,2,2014-06-17,99,135,6,76,45,7,3,4,3,1,6,10,0,0,0,0,0,0,0,3,11
11839,1974,Graduation,Divorced,39522.0,0,1,2014-02-04,47,109,33,19,77,21,0,3,1,1,1,5,0,0,0,0,1,0,0,3,11
11840,1976,PhD,Together,70453.0,0,0,2014-01-23,9,1079,170,599,52,117,173,0,13,4,18,3,0,0,0,0,0,0,0,3,11
11841,1974,PhD,Together,34649.0,1,2,2014-03-22,84,39,5,67,6,6,5,1,1,1,3,9,0,0,0,0,1,0,0,3,11
11842,1969,Basic,Single,101216.0,0,0,2013-05-17,30,1052,312,597,44,82,243,1,9,11,17,1,0,0,0,0,0,0,0,3,11
11843,1958,Graduation,Single,,0,0,2014-01-26,79,689,160,885,82,128,71,3,5,7,20,3,0,1,1,0,1,0,0,3,11
11844,1959,Graduation,Together,77859.0,0,0,2013-09-28,6,917,20,78,381,256,161,1,7,8,11,2,0,0,1,1,0,0,0,3,11
11845,1987,Graduation,Divorced,39249.0,0,1,2013-03-28,72,65,15,38,9,4,137,6,0,0,1,6,0,0,0,0,0,0,0,3,11
11846,1993,Graduation,Widow,100903.0,1,1,2014-04-23,77,750,178,364,56,20,158,4,11,8,10,2,0,1,0,1,1,0,0,3,11
11847,1971,Master,Married,37866.0,0,1,2012-05-08,34,130,120,92,85,15,81,0,6,2,4,14,0,0,0,1,1,1,0,3,11
11848,1977,Master,Divorced,56585.0,1,0,2012-12-11,30,580,15,852,16,58,144,2,11,2,10,5,1,0,1,0,0,0,0,3,11
11849,1968,2n Cycle,Single,36702.0,1,1,2012-11-08,50,71,7,10,13,2,22,5,2,2,4,5,0,0,0,0,0,0,0,3,11
11850,1982,PhD,Married,66209.0,0,1,2013-05-03,54,383,179,316,171,271,104,4,3,12,8,6,0,0,0,1,0,0,0,3,11
11851,1961,Graduation,Together,50451.0,0,1,2012-10-28,79,933,109,173,87,326,19,3,6,0,19,7,0,1,0,0,0,0,0,3,11
11852,1972,Graduation,Widow,37762.0,1,1,2013-01-16,43,163,42,81,5,40,24,8,4,1,1,5,0,0,0,0,0,0,0,3,11
11853,1975,PhD,Married,28471.0,1,1,2014-06-10,99,60,28,51,39,0,2,7,2,0,5,3,0,0,1,0,0,0,0,3,11
11854,1941,PhD,Married,42893.0,1,0,2013-11-07,53,189,17,221,29,132,101,6,4,1,6,5,0,0,0,0,0,0,0,3,11
11855,1956,Graduation,Divorced,50470.0,1,0,2013-12-27,39,146,99,48,15,1,72,3,3,2,2,3,0,1,0,1,1,0,0,3,11
11856,1978,2n Cycle,Single,62887.0,0,0,2012-11-12,69,392,343,621,154,77,250,4,21,7,5,8,0,1,0,0,1,0,0,3,11
11857,1958,2n Cycle,Together,58041.0,0,0,2012-10-17,41,209,287,221,1,40,42,4,5,3,6,4,0,0,0,0,0,0,0,3,11
11858,1979,Master,Divorced,62739.0,1,0,2013-04-08,29,429,6,486,185,25,53,1,5,9,6,4,0,0,0,0,0,0,0,3,11
11859,1973,Graduation,Single,65798.0,0,0,2013-01-06,26,262,40,294,114,66,54,2,6,2,8,5,0,1,0,0,1,0,0,3,11
11860,1966,Graduation,Together,45398.0,1,1,2013-08-09,99,67,37,92,17,14,1,8,1,1,3,9,0,0,0,0,0,0,0,3,11
11861,1948,Master,Divorced,50978.0,1,0,2012-09-01,30,545,178,95,18,78,176,6,1,6,10,7,0,0,0,0,0,0,0,3,11
11862,1951,Graduation,Widow,56321.0,0,0,2012-05-07,76,131,100,183,114,50,67,2,2,9,4,4,0,0,1,1,0,0,0,3,11
11863,1970,Graduation,Single,34099.0,0,1,2012-12-29,40,69,3,46,12,11,85,4,1,0,1,7,0,0,0,0,0,0,0,3,11
11864,1971,Master,Divorced,42606.0,1,1,2014-01-08,44,45,18,54,26,18,20,3,3,2,2,7,0,0,0,0,0,0,0,3,11
11865,1958,Graduation,Married,56058.0,0,0,2012-03-13,50,85,59,55,82,13,10,4,2,1,3,7,0,0,0,0,0,0,0,3,11
11866,1951,Graduation,Married,61831.0,0,1,2012-03-16,62,168,92,62,44,9,10,5,6,2,5,7,0,0,1,0,0,0,0,3,11
11867,1950,Graduation,Married,103804.0,0,0,2014-01-21,0,965,205,537,186,78,11,0,14,5,14,2,0,0,0,0,0,0,0,3,11
11868,1962,Graduation,Together,42748.0,0,2,2012-12-08,46,158,8,167,19,15,39,6,3,4,4,16,0,0,0,0,0,0,0,3,11
11869,1951,Graduation,Together,50986.0,1,0,2013-04-24,74,355,55,51,19,5,16,0,2,0,3,9,0,0,0,0,0,0,0,3,11
11870,1971,Master,Widow,68263.0,1,0,2013-11-20,60,401,236,363,478,297,313,0,14,3,16,3,0,1,1,0,0,1,0,3,11
11871,1984,Graduation,Widow,80406.0,0,0,2013-06-28,31,377,136,274,14,65,9,3,7,2,3,5,0,0,1,0,0,0,0,3,11
11872,1956,Graduation,Divorced,45642.0,0,0,2014-05-24,26,104,36,204,44,88,91,2,6,3,2,6,1,0,0,0,0,0,0,3,11
11873,1946,Graduation,Widow,45859.0,1,1,2012-06-26,56,167,36,59,24,11,115,3,1,0,1,7,0,0,0,0,1,0,0,3,11
11874,1942,Graduation,Widow,53922.0,1,1,2014-01-14,70,282,156,136,252,19,58,1,1,3,8,3,0,0,0,0,0,0,0,3,11
11875,1978,Graduation,Single,41291.0,1,1,2013-02-10,61,316,11,215,31,15,34,4,5,3,8,5,0,0,0,0,0,1,0,3,11
11876,1981,Graduation,Together,55123.0,0,0,2012-04-23,68,252,53,76,7,112,88,1,6,2,5,6,0,0,0,0,0,1,0,3,11
11877,1960,Master,Single,64035.0,0,0,2013-02-20,32,306,79,255,16,113,239,3,4,7,6,3,0,0,0,0,0,0,0,3,11
11878,1971,2n Cycle,Married,37292.0,0,2,2013-03-26,29,192,17,120,1,4,119,5,2,3,2,7,0,0,0,1,0,0,0,3,11
11879,1957,Graduation,Divorced,24399.0,0,2,2012-03-27,44,46,20,65,3,7,21,10,2,0,1,8,0,0,0,0,0,0,0,3,11
11880,1970,Graduation,Widow,36367.0,0,1,2013-03-11,58,90,16,174,6,2,60,1,3,1,6,6,0,0,0,0,1,0,0,3,11
11881,1970,Master,Widow,36823.0,1,2,2012-01-28,42,70,35,177,60,30,73,2,7,1,2,6,1,1,0,0,0,0,0,3,11
11882,1980,Master,Together,62949.0,1,1,2013-08-22,26,402,51,391,18,132,191,0,8,1,16,3,0,0,1,0,1,0,0,3,11
11883,1964,Graduation,Single,50439.0,0,1,2013-07-10,79,150,35,88,13,46,14,6,4,2,2,7,0,1,0,0,0,1,0,3,11
11884,1967,2n Cycle,Widow,50970.0,0,0,2012-04-20,20,738,809,513,38,12,135,4,16,2,18,8,0,1,0,0,0,0,0,3,11
11885,1986,Graduation,Divorced,55117.0,0,1,2013-05-29,8,871,400,668,180,24,269,3,14,9,11,5,0,0,1,0,0,0,0,3,11
11886,1969,2n Cycle,Married,53376.0,0,0,2012-08-27,45,730,28,746,42,107,203,0,5,8,15,4,0,0,0,0,0,0,0,3,11
11887,1959,2n Cycle,Married,81747.0,0,0,2013-08-04,42,769,36,140,428,101,77,0,2,1,24,1,0,0,1,0,0,1,0,3,11
11888,1955,2n Cycle,Widow,48044.0,0,1,2012-07-31,29,147,18,172,7,6,87,5,4,2,3,2,0,0,0,0,0,0,0,3,11
11889,1981,Graduation,Widow,58697.0,1,0,2014-03-17,53,508,166,291,562,75,65,4,6,3,17,2,0,1,0,0,0,0,1,3,11
11890,1969,Graduation,Divorced,81119.0,1,1,2013-04-05,13,336,50,154,53,38,52,2,6,3,5,6,0,0,0,0,0,0,0,3,11
11891,1963,Graduation,Single,45137.0,0,1,2014-06-17,42,100,47,56,6,3,43,4,4,2,6,10,0,0,0,0,0,0,0,3,11
11892,1975,Master,Widow,38596.0,1,1,2012-03-12,33,111,19,98,10,20,31,3,5,1,2,4,1,0,0,0,1,1,1,3,11
11893,1965,Graduation,Single,83570.0,0,0,2014-01-25,17,488,49,320,113,84,516,0,15,6,8,1,0,0,0,1,1,1,0,3,11
11894,1987,Graduation,Divorced,79808.0,1,0,2012-02-20,50,782,185,65,100,29,118,1,3,10,10,7,0,0,0,0,0,0,0,3,11
11895,1974,Graduation,Together,89645.0,0,0,2012-01-21,33,1967,639,1940,97,21,371,2,24,23,32,0,0,1,0,1,0,0,0,3,11
11896,1971,Graduation,Together,32263.0,0,1,2012-06-01,40,78,18,81,15,1,73,3,2,2,1,8,0,0,0,0,0,0,0,3,11
11897,1977,Master,Married,46115.0,1,0,2012-10-03,42,414,20,258,27,18,237,1,6,6,5,4,0,1,0,0,0,0,0,3,11
11898,1974,Basic,Single,82397.0,0,0,2014-03-18,36,1194,277,1107,98,65,53,1,4,21,18,1,0,0,0,0,1,0,0,3,11
11899,1972,Graduation,Together,104662.0,0,0,2013-11-30,49,654,124,385,626,139,154,1,11,12,12,3,0,0,0,0,0,0,0,3,11
11900,1980,Graduation,Divorced,59913.0,1,2,2012-03-08,65,182,39,157,59,35,13,4,7,2,4,4,0,1,1,0,0,0,0,3,11
11901,1963,Master,Widow,91116.0,1,0,2014-03-22,44,1561,66,310,33,4,48,2,13,5,14,2,1,0,0,0,0,0,0,3,11
11902,1969,Graduation,Widow,44620.0,1,0,2012-07-31,53,162,16,226,111,19,31,1,3,4,7,6,0,0,0,0,0,0,0,3,11
11903,1975,Graduation,Single,71010.0,0,0,2014-03-31,10,388,160,142,2,131,142,2,8,2,7,5,1,0,1,1,0,0,0,3,11
11904,1986,Graduation,Divorced,42435.0,1,1,2012-07-01,61,48,39,34,13,1,16,5,3,1,4,7,0,0,0,0,0,0,0,3,11
11905,1974,Graduation,Single,45671.0,0,0,2013-08-26,64,178,142,131,19,53,50,2,2,3,10,4,0,0,0,1,0,0,0,3,11
11906,1992,Graduation,Divorced,72563.0,1,1,2013-07-18,65,584,60,563,45,43,35,2,12,6,7,4,1,0,0,0,0,1,0,3,11
11907,1966,PhD,Married,105991.0,0,0,2014-02-01,0,522,47,345,118,82,17,3,10,0,10,3,0,1,0,0,0,1,0,3,11
11908,1940,2n Cycle,Married,56741.0,0,1,2013-07-12,65,345,27,187,35,176,229,5,5,4,11,7,0,0,1,0,0,0,0,3,11
11909,1940,2n Cycle,Married,49765.0,1,0,2012-05-24,41,206,10,264,117,5,26,4,4,5,1,5,0,1,0,0,0,0,0,3,11
11910,1981,Master,Together,100766.0,0,0,2014-06-15,36,479,473,604,10,16,150,1,10,5,14,4,0,0,0,0,1,0,0,3,11
11911,1964,Graduation,Divorced,93130.0,0,0,2012-12-19,0,948,31,135,27,31,207,2,10,2,13,4,0,0,0,0,0,0,0,3,11
11912,1961,2n Cycle,Single,44506.0,0,0,2014-04-29,42,554,16,138,30,6,42,1,4,3,4,7,0,0,0,0,0,0,0,3,11
11913,1981,Master,Widow,55018.0,1,2,2012-03-16,22,166,4,16,7,7,7,5,2,2,5,11,0,0,1,1,0,0,0,3,11
11914,1967,PhD,Married,83887.0,0,0,2014-03-26,18,276,36,537,107,51,300,1,3,3,12,2,0,0,0,1,0,0,0,3,11
11915,1957,Graduation,Single,105105.0,0,0,2012-09-18,41,800,406,746,356,72,604,0,26,9,9,3,0,0,0,0,0,0,0,3,11
